12.950987	77.674205	6000.00
12.951987	77.674205	6000.00
12.952987	77.674205	6000.00
12.953987	77.674205	6000.00
12.954987	77.674205	6000.00
12.950987	77.675205	6000.00
12.951987	77.675205	6000.00
12.952987	77.675205	6000.00
12.953987	77.675205	6000.00
12.954987	77.675205	6000.00
12.950987	77.676205	6000.00
12.951987	77.676205	6000.00
12.952987	77.676205	6000.00
12.953987	77.676205	6000.00
12.954987	77.676205	6000.00
12.950987	77.677205	6000.00
12.951987	77.677205	6000.00
12.952987	77.677205	6000.00
12.953987	77.677205	6000.00
12.954987	77.677205	6000.00
12.950987	77.678205	6000.00
12.951987	77.678205	6000.00
12.952987	77.678205	6000.00
12.953987	77.678205	6000.00
12.954987	77.678205	6000.00
12.950987	77.670205	6000.00
12.951987	77.670205	6000.00
12.952987	77.670205	6000.00
12.953987	77.670205	6000.00
12.954987	77.670205	6000.00
12.950987	77.671205	6000.00
12.951987	77.671205	6000.00
12.952987	77.671205	6000.00
12.953987	77.671205	6000.00
12.954987	77.671205	6000.00
12.950987	77.672205	6000.00
12.951987	77.672205	6000.00
12.952987	77.672205	6000.00
12.953987	77.672205	6000.00
12.954987	77.672205	6000.00
12.950987	77.673205	6000.00
12.951987	77.673205	6000.00
12.952987	77.673205	6000.00
12.953987	77.673205	6000.00
12.954987	77.673205	6000.00
12.950987	77.674205	6000.00
12.951987	77.674205	6000.00
12.952987	77.674205	6000.00
12.953987	77.674205	6000.00
12.954987	77.674205	6000.00
